Security Policy: KRIS10-PUBFW-Rule	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
568	TCP_18060
-	HTTP_and_HTTPS_proxy
-	http
-	TCP_9002
-	TCP_27020
-	-
-	-
-	-
569	https
-	HTTP_and_HTTPS_proxy
-	http
-	TCP_29418
-	-
-	-
-	-
-	-
-	-
-	-
570	HTTP_and_HTTPS_proxy
-	TCP_2181
-	TCP_12906
-	-
-	-
-	-
571	TCP_7900
-	TCP_7901
-	-
572	TCP_54345
-	-
-	-
-	-
573	domain-udp
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
574	domain-tcp
-	domain-udp
575	ftp
-	TCP_20
-	TCP_10020
-	TCP_10021
-	TCP_10022
-	TCP_10023
-	TCP_10024
-	TCP_10025
-	TCP_10026
-	TCP_10027
-	TCP_10028
-	TCP_10029
576	TCP_2221
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
577	TCP_9436
-	TCP_9435
-	-
-	-
578	TCP_9435
-	TCP_40000_65535
-	-
579	TCP_9000
-	TCP_9002
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
580	TCP_2181
-	TCP_9092
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
581	TCP_18080
-	-
582	TCP_20
-	ftp
-	TCP_10020
-	TCP_10021
-	TCP_10022
-	TCP_10023
-	TCP_10024
-	TCP_10025
-	TCP_10026
-	TCP_10027
-	TCP_10028
-	TCP_10029
583	http
-	https
-	-
-	-
584	TCP_9019
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
585	TCP_18080
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
586	TCP_15000
-	-
587	TCP_4449
-	-
-	-
-	-
-	-
-	-
-	-
588	HTTP_and_HTTPS_proxy
-	TCP_8081
-	TCP_8082
-	TCP_8083
-	TCP_8084
-	TCP_8085
589	http
-	ssh
-	-
-	-
590	http
-	https
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
591	ssh
-	http
-	https
-	-
-	-
-	-
-	-
-	-
-	-
-	-
592	TCP_11000
-	TCP_11200
-	-
-	-
-	-
-	-
593	TCP_2500
-	-
-	-
-	-
-	-
-	-
594	http
-	https
-	-
-	-
-	-
-	-
-	-
595	http
-	https
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
596	https
-	-
-	-
-	-
-	-
-	-
-	-
-	-
597	http
-	https
-	-
-	-
-	-
-	-
-	-
598	domain-tcp
-	domain-udp
599	TCP_25020
-	-
600	UDP_6401
-	UDP_6402
-	UDP_6403
-	TCP_6404
-	TCP_7750
601	domain-udp
-	-
-	-
-	-
-	-
602	http
-	https
-	-
603	TCP_9019
-	-
-	-
604	http
-	https
-	TCP_2221
605	http
-	https
-	TCP_19008
-	-
606	http
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
607	https
-	http
-	-
-	-
-	-
-	-
-	-
-	-
-	-
608	http
-	https
609	HTTP_and_HTTPS_proxy
-	TCP_7555
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
610	http
-	https
-	-
611	TCP_10020
-	TCP_10021
-	TCP_10022
-	TCP_10023
-	TCP_10024
-	TCP_10025
-	TCP_10026
-	TCP_10027
-	TCP_10028
-	TCP_10029
612	http
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
613	http
-	-
-	-
-	-
614	https
-	http
-	-
-	-
-	-
-	-
615	sqlnet1
-	-
-	-
-	-
616	http
-	-
617	TCP_26005
618	TCP_9000
-	TCP_9001
-	-
-	-
-	-
-	-
619	ftp
-	-
-	-
-	-
620	TCP_27000
621	ldap
-	-
-	-
-	-
-	-
-	-
622	TCP_9092
-	-
-	-
-	-
-	-
-	-
623	TCP_3080
-	-
624	CP_SmartPortal
-	TCP_8081
-	-
625	Any
-	-
626	TCP_12381
-	-
-	-
-	-
-	-
-	-
627	ftp
-	TCP_20
628	TCP_20861
629	http
-	-
-	-
630	http
-	https
-	-
-	-
-	-
631	http
-	https
-	HTTP_and_HTTPS_proxy
-	-
-	-
-	-
632	http
-	https
-	HTTP_and_HTTPS_proxy
-	-
-	-
-	-
633	TCP_7931
-	TCP_7932
-	TCP_7933
-	TCP_7934
-	TCP_7935
-	TCP_6414
-	TCP_6424
-	TCP_6434
-	TCP_6444
-	TCP_6454
634	TCP_15672
-	-
635	http
-	https
636	http
-	-
-	-
-	-
-	-
-	-
-	-
-	-
637	TCP_18080
-	-
-	-
638	http
-	https
639	MS-SQL-Server
640	https
-	-
-	-
641	http
-	https
-	-
642	http
-	https
643	http
-	https
644	ftp
-	-
645	ftp
-	https
-	-
-	-
-	-
-	-
-	-
-	-
-	-
646	TCP_9092
-	TCP_2181
-	-
-	-
-	-
-	-
647	http
-	-
648	TCP_15672
-	-
-	-
-	-
649	http
-	HTTP_and_HTTPS_proxy
650	TCP_13243
-	-
-	-
-	-
-	-
-	-
651	TCP_8090
-	TCP_9000
-	-
-	-
652	TCP_15672
-	-
-	-
-	-
-	-
653	TCP_9102
-	TCP_19000
-	TCP_19001
-	TCP_19002
-	TCP_19003
-	TCP_19004
-	TCP_19005
-	TCP_19006
-	TCP_19007
-	TCP_19008
-	TCP_19009
-	TCP_19010
654	HTTP_and_HTTPS_proxy
-	TCP_2181
655	TCP_12906
-	-
-	-
656	http
-	https
-	-
-	-
-	-
-	-
657	https
658	TCP_7750
-	UDP_6141
-	UDP_6142
-	UDP_6143
659	ssh
-	-
660	Any
-	-
-	-
-	-
-	-
-	-
-	-
-	-
661	sqlnet1
-	-
-	-
-	-
662	TCP_9000
-	-
663	TCP_8000
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
664	TCP_7900-7950
-	TCP_6700_6710
-	TCP_6114
-	TCP_6124
-	TCP_6134
-	TCP_6144
-	TCP_6154
-	TCP_6164
-	TCP_6174
-	TCP_6184
-	TCP_6194
-	TCP_6214
-	TCP_6224
-	TCP_6234
-	TCP_6244
-	TCP_6254
-	TCP_6264
-	TCP_6274
-	TCP_6284
-	TCP_6294
-	TCP_6394
-	TCP_6304
-	TCP_6314
-	TCP_6324
-	TCP_6354
-	TCP_6364
-	TCP_6374
-	TCP_6384
665	https
-	-
-	-
666	TCP_9091
-	-
-	-
-	-
-	-
667	TCP_49000-49200
-	-
-	-
-	-
668	ftp
-	TCP_1414
-	TCP_5591
-	TCP_5592
669	ftp
-	TCP_1515
-	TCP_8484
-	TCP_5591
-	TCP_5592
670	http
-	-
671	TCP_9000
-	TCP_9001
-	-
672	TCP_1700
-	-
673	TCP_5001
-	-
674	echo-reply
-	echo-request
-	TCP_9999
675	http
676	http
-	-
-	-
-	-
677	ldap
-	-
-	-
-	-
-	-
-	-
-	-
678	TCP_7305
-	-
-	-
-	-
679	TCP_9436
680	TCP_9092
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
681	http
-	https
682	http
-	https
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
683	http
684	http
-	https
-	-
685	http
-	https
686	http
-	-
-	-
687	http
-	https
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
688	http
-	-
-	-
-	-
689	TCP_20950
690	TCP_7180
-	-
691	http
-	TCP_1700
-	MySQL
-	-
-	-
-	-
692	http
-	https
-	-
-	-
Firewall Request (B2B <-> Web/WAS)	-
693	http
-	https
-	TCP_21008
-	TCP_19920
694	TCP_17037
-	TCP_17090
-	-
695	TCP_34335
-	TCP_44335
696	TCP_2221
-	ftp
-	TCP_10020
-	TCP_10021
-	TCP_10022
-	TCP_10023
-	TCP_10024
-	TCP_10025
-	TCP_10026
-	TCP_10027
-	TCP_10028
-	TCP_10029
697	TCP_2221
-	-
-	-
-	-
-	-
-	-
698	TCP_57169
-	TCP_50587
-	TCP_11024
-	-
-	-
-	-
699	TCP_11039
-	TCP_11031
-	-
-	-
700	TCP_7131
-	-
-	-
-	-
701	TCP_36007
-	TCP_36008
-	TCP_36009
-	-
702	TCP_41044
-	TCP_42044
-	-
-	-
703	TCP_17660
-	TCP_17663
-	TCP_25120
704	TCP_32345
-	TCP_32346
705	TCP_25110
-	-
706	TCP_25001_26999_86400
-	-
-	-
707	TCP_8008
-	TCP_8813
-	http
-	https
-	TCP_52009
-	TCP_10088
-	TCP_64000
-	TCP_9000
-	TCP_9001
-	TCP_9002
-	TCP_10089
-	-
-	-
-	-
-	-
-	-
-	-
708	ssh
-	-
-	-
-	-
709	TCP_6005
710	ssh
-	ftp
711	TCP_2221
-	-
-	-
712	ssh
-	-
713	TCP_12889
-	-
-	-
714	TCP_31503
-	TCP_31504
-	TCP_31505
-	TCP_31506
715	TCP_31503
-	TCP_31504
-	TCP_31505
-	TCP_31506
716	TCP_10730
-	TCP_22058
-	TCP_64000
717	TCP_64000
-	TCP_22053
-	TCP_22058
-	TCP_10730
-	-
-	-
718	TCP_19635
-	-
-	-
719	TCP_19635
720	TCP_19635
-	-
-	-
721	TCP_25130
-	TCP_25131
-	-
-	-
-	-
722	TCP_25140
-	TCP_25141
-	-
723	ftp
-	TCP_10021
724	TCP_25150
-	-
725	TCP_25150
-	-
726	TCP_26160
-	TCP_26161
727	TCP_25160
-	TCP_25161
728	http
-	https
-	-
-	-
-	-
-	-
-	-
729	TCP_55001
-	-
-	-
730	TCP_7909
-	-
731	TCP_18066
-	-
-	-
-	-
732	TCP_2221
-	-
733	TCP_22049
-	-
734	TCP_52145
-	-
735	https
-	ssh
-	-
-	-
-	-
736	ssh
-	TCP_8088
737	TCP_8993
-	-
738	http
-	https
-	TCP_446
739	ftp
-	TCP_10020
-	TCP_10021
-	TCP_10022
-	TCP_10023
-	TCP_10024
-	TCP_10025
-	TCP_10026
-	TCP_10027
-	TCP_10028
-	TCP_10029
740	http
-	https
[ Syrup Pay ] Internet <--> Web/WAS	-
741	https
-	http
-	-
-	-
742	https
743	https
-	http
-	-
-	-
-	-
-	-
744	TCP_31043
-	http
-	https
-	-
745	smtp
-	SMTPS
746	TCP_31043
-	http
-	https
-	-
747	https
748	https
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
749	TCP_1443
750	TCP_5505
-	TCP_31000
-	TCP_13003
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
751	https
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
752	https
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
753	https
-	-
754	TCP_31043
-	http
-	https
-	-
755	https
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
756	https
757	https
-	-
-	-
758	http
-	https
759	https
-	-
-	-
-	-
-	-
-	-
-	-
-	-
760	TCP_8090
-	-
-	-
-	-
761	http
-	https
-	-
-	-
-	-
-	-
762	http
-	https
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
763	http
-	https
-	HTTP_and_HTTPS_proxy
764	http
-	https
-	HTTP_and_HTTPS_proxy
765	https
766	https
-	-
-	-
-	-
767	https
768	https
-	-
-	-
-	-
769	TCP_2221
-	-
[ Syrup Pay ] Internal <--> WEB/WAS	-
770	https
-	-
-	-
-	-
-	-
-	-
771	https
-	-
-	-
-	-
772	https
-	-
-	-
-	-
-	-
773	ftp
-	http
-	https
774	http
-	https
-	-
775	TCP_15000
-	-
-	-
-	-
-	-
-	-
-	-
-	-
776	TCP_1443
-	-
-	-
-	-
-	-
777	https
-	-
778	TCP_21901
-	TCP_21902
779	https
-	-
-	-
780	TCP_9019
-	-
-	-
-	-
-	-
781	https
-	-
-	-
-	-
-	-
782	Any
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
783	http
-	https
784	https
-	-
-	-
-	-
-	-
-	-
-	-
-	-
785	https
-	-
-	-
-	-
786	TCP_20620
-	-
-	-
-	-
787	https
-	TCP_8014
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
788	TCP_20720
-	TCP_30720
789	http
-	https
790	TCP_2221
-	-
-	-
791	Real-Audio
-	-
792	http
-	https
793	Real-Audio
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
794	https
-	-
-	-
-	-
-	-
-	-
795	http
-	-
-	-
796	https
-	-
797	https
-	-
-	-
-	-
[ Syrup Pay ] WAS <--> DB	-
798	TCP_1700
-	-
-	-
799	TCP_1700
-	-
-	-
800	TCP_1700
-	-
801	TCP_1700
-	-
802	TCP_1700
-	-
-	-
-	-
803	TCP_1700
-	-
-	-
-	-
804	TCP_1700
-	-
-	-
-	-
-	-
805	ssh
-	-
-	-
-	-
-	-
806	TCP_1700
-	-
-	-
-	-
-	-
-	-
-	-
807	TCP_1700
-	-
808	TCP_7880
-	-
809	TCP_1700
-	-
810	TCP_7880
-	-
-	-
811	https
-	TCP_7880
-	-
812	https
-	TCP_7880
813	TCP_1700
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
814	https
-	TCP_7880
-	ssh
-	-
815	TCP_1443
-	ssh
-	-
-	-
816	TCP_1700
-	-
-	-
-	-
-	-
817	TCP_1700
-	-
-	-
-	-
-	-
818	TCP_7750
-	-
819	TCP_1700
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
820	https
-	TCP_8443
821	TCP_2181
-	TCP_9000
-	TCP_9092
-	TCP_9999
-	TCP_10000
-	-
-	-
-	-
-	-
-	-
822	TCP_1700
-	-
-	-
-	-
-	-
823	TCP_11031
-	-
-	-
-	-
824	TCP_7131
-	-
-	-
-	-
825	TCP_20190
-	-
-	-
826	TCP_20189
-	-
-	-
827	https
-	TCP_8000
-	-
-	-
828	https
-	TCP_8000
829	TCP_11133
-	-
-	-
830	TCP_21901
-	TCP_21902
831	TCP_21901
-	TCP_21902
[ Syrup Pay ] Commerce <--> SyrupPay	-
832	https
-	-
833	https
-	-
-	-
834	https
-	-
835	https
-	TCP_19000
-	TCP_19001
-	TCP_19002
-	TCP_19003
-	TCP_19004
-	TCP_19005
-	TCP_19006
-	TCP_19007
-	TCP_19008
-	TCP_19009
-	TCP_19010
-	TCP_9102
-	TCP_7880
-	ftp
836	https
-	-
837	http
-	https
-	-
-	-
838	ssh
-	-
-	-
-	-
839	ssh
-	-
-	-
-	-
840	TCP_7750
-	-
-	-
-	-
841	TCP_12906
-	-
-	-
-	-
842	nbname
-	-
-	-
-	-
843	TCP_19000
-	TCP_19001
-	TCP_19002
-	TCP_19003
-	TCP_19004
-	TCP_19005
-	TCP_19006
-	TCP_19007
-	TCP_19008
-	TCP_19009
-	TCP_19010
-	ftp
844	domain-tcp
-	domain-udp
-	-
-	-
845	domain-tcp
-	domain-udp
-	-
-	-
846	UDP_6301
-	UDP_6302
-	UDP_6303
-	-
847	TCP_9102
-	-
-	-
-	-
-	-
848	UDP_25826
-	-
-	-
-	-
849	TCP_9092
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
850	TCP_2181
-	-
-	-
-	-
851	http
-	https
-	-
-	-
852	HTTP_and_HTTPS_proxy
-	-
-	-
-	-
853	TCP_9019
-	-
-	-
-	-
854	http
-	https
-	TCP_8000
-	HTTP_and_HTTPS_proxy
-	TCP_8443
-	-
-	-
-	-
-	-
-	-
855	https
-	-
856	TCP_7750
-	UDP_6031
-	UDP_6032
-	UDP_6033
-	-
-	-
-	-
-	-
-	-
857	https
-	-
858	http
-	TCP_9092
-	TCP_2181
-	-
-	-
-	-
-	-
859	http
-	https
860	http
-	https
-	-
861	https
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
862	MySQL
863	http
-	https
-	-
864	MS-SQL-Server
865	TCP_2181
-	TCP_9092
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
866	http
-	https
867	TCP_20290
-	-
868	http
869	http
-	https
870	http
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
871	TCP_1700
-	-
-	-
-	-
872	http
-	https
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
873	TCP_873
874	TCP_20951
875	https
876	TCP_31111
-	-
-	-
877	Real-Audio
-	TCP_8613
-	TCP_8120
-	TCP_10501
-	TCP_11000
-	TCP_11001
-	TCP_18051
878	TCP_7080
-	-
-	-
879	TCP_6119
880	ftp
-	TCP_8484
-	TCP_9494
-	TCP_9495
-	TCP_5555
-	TCP_5556
-	TCP_5591
-	TCP_5592
881	TCP_2221
882	TCP_18080
-	-
-	-
883	http
884	https
-	-
-	-
885	TCP_1700
-	-
-	-
-	-
886	TCP_31050
-	-
-	-
887	http
-	-
-	-
-	-
-	-
-	-
888	TCP_1700
-	-
889	smtp
-	-
890	http
-	https
-	TCP_8000
-	HTTP_and_HTTPS_proxy
-	TCP_8443
891	TCP_1700
-	-
892	TCP_11031
-	TCP_7131
-	-
-	-
893	TCP_2181
-	TCP_2182
-	TCP_9092
-	TCP_9093
-	TCP_9094
-	TCP_9095
-	TCP_9096
-	-
-	-
-	-
-	-
-	-
894	https
895	https
-	-
-	-
-	-
-	-
-	-
896	TCP_1700
-	-
-	-
897	TCP_30001
-	TCP_3001
-	-
898	MySQL
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
899	MySQL
-	-
-	-
-	-
900	smtp
-	-
-	-
-	-
901	TCP_1414
-	TCP_1515
-	TCP_8484
-	TCP_5591
-	TCP_5592
-	ftp
902	ftp
-	TCP_1414
-	TCP_5591
-	TCP_5592
-	TCP_5593
-	TCP_5594
903	HTTP_and_HTTPS_proxy
904	https
-	-
-	-
-	-
-	-
905	sqlnet1
-	-
-	-
-	-
906	TCP_1700
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
907	http
-	https
-	TCP_843
-	-
908	TCP_8655
-	-
-	-
-	-
909	TCP_5672
-	-
-	-
-	-
-	-
-	-
-	-
910	ftp
-	-
911	HTTP_and_HTTPS_proxy
-	-
-	-
-	-
-	-
-	-
-	-
-	-
912	TCP_2181
-	TCP_60000
-	TCP_60010
-	TCP_60020
-	TCP_60030
913	ftp
-	TCP_10020
-	TCP_10021
-	TCP_10022
-	TCP_10023
-	TCP_10024
-	TCP_10025
-	TCP_10026
-	TCP_10027
-	TCP_10028
-	TCP_10029
914	TCP_9092
-	TCP_2181
-	-
-	-
-	-
-	-
915	ftp
-	TCP_10020
-	TCP_10021
-	TCP_10022
-	TCP_10023
-	TCP_10024
-	TCP_10025
-	TCP_10026
-	TCP_10027
-	TCP_10028
-	TCP_10029
-	ssh
916	http
-	-
917	http
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
918	TCP_16163
-	-
-	-
-	-
919	TCP_7080
-	TCP_7443
-	http
-	-
920	http
-	-
-	-
-	-
-	-
-	-
921	http
-	-
-	-
-	-
-	-
-	-
922	http
-	https
-	-
-	-
-	-
-	-
-	-
-	-
923	https
924	TCP_8888
-	HTTP_and_HTTPS_proxy
-	-
-	-
925	TCP_8888
-	HTTP_and_HTTPS_proxy
-	-
-	-
926	TCP_11200
-	-
-	-
-	-
927	TCP_8655
-	-
-	-
-	-
928	TCP_15672
-	-
929	TCP_9092
-	-
-	-
930	TCP_12383
-	-
931	http
-	-
932	TCP_8095
-	-
-	-
-	-
-	-
-	-
-	-
933	ssh
-	-
934	sqlnet1
-	-
-	-
935	http
-	https
936	TCP_5001
-	-
-	-
937	http
938	TCP_9070
-	TCP_9090
939	https
-	-
-	-
-	-
940	http
941	http
-	https
942	TCP_11201
-	TCP_11202
-	TCP_11203
-	TCP_11204
-	TCP_11205
-	TCP_11206
-	TCP_11207
-	TCP_11208
-	TCP_11209
-	TCP_11210
-	TCP_11501
-	TCP_11502
-	TCP_11503
-	TCP_11504
-	TCP_11505
-	TCP_11506
-	TCP_11507
-	TCP_11508
-	TCP_11509
-	TCP_11510
943	CP_SSL_Network_Extender
944	ftp
-	-
945	TCP_9994
-	UDP_9995
-	UDP_9996
-	UDP_9997
946	https
-	-
947	http
948	TCP_31001
-	TCP_7500
-	TCP_5505
-	TCP_31000
-	TCP_13003
-	TCP_13005
-	-
-	-
Cleanup Rule	-
949	icmp-requests
-	echo-reply
-	echo-request
950	icmp-requests
-	echo-reply
-	echo-request
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
951	icmp-requests
-	echo-reply
-	echo-request
952	icmp-requests
-	echo-reply
-	echo-request
953	tcp-443
954	http
-	TCP_8443
-	HTTP_and_HTTPS_proxy
-	https
-	-
-	-
-	-
-	-
955	http
956	Any
